Epoch,Training Loss,Validation Loss,Uas,Las,Upos
38,0.03660079290738214,0.7495903739523565,0.9574661181026137,0.9432478218780251,0.9903799612778316
39,0.03720548543677554,0.7587973615704582,0.9577686350435625,0.9435503388189739,0.9896539206195547
40,0.0378554644159522,0.7760293740068723,0.9571636011616651,0.9431268151016456,0.9891093901258471
41,0.02810403395137882,0.7616007754043653,0.9592812197483059,0.9452444336882866,0.9891698935140368
42,0.022550159599008364,0.76922557174092,0.9596442400774443,0.9460914811229428,0.9892909002904162
43,0.019330644621981294,0.7858358070016311,0.9594627299128751,0.9461519845111326,0.9897749273959342
44,0.016954086461650652,0.7930584916266156,0.9598862536302033,0.9465755082284608,0.9896539206195547
45,0.01635465506486233,0.8093351875860082,0.9594022265246854,0.9462124878993223,0.9896539206195547
46,0.014981699925455906,0.8065471330482696,0.9605517909002904,0.9474830590513069,0.9896539206195547
47,0.01448568387637242,0.8195491980108552,0.9603097773475314,0.9470595353339787,0.9902589545014521
48,0.013395005549557583,0.8268174314501786,0.9604912875121007,0.9473620522749274,0.9897144240077445
49,0.012910117386143585,0.8475618979317521,0.9595232333010648,0.9461519845111326,0.9898959341723137
50,0.011530525366368078,0.8540533083271946,0.9604912875121007,0.9472410454985479,0.9898959341723137
51,0.012078190500493708,0.8624881377077633,0.9606122942884802,0.9476040658276863,0.9900169409486931
52,0.010698368849268681,0.8609919105579812,0.9609148112294289,0.9479670861568248,0.9899564375605033
53,0.009683998138886358,0.8807972600288682,0.9602492739593417,0.9470595353339787,0.9901984511132623
54,0.010360654679451372,0.8843425863601866,0.9602492739593417,0.9466965150048403,0.9902589545014521
55,0.009303084728180686,0.8905520993974583,0.9612173281703775,0.9482696030977735,0.9898959341723137
56,0.008212589352341633,0.9124666753568527,0.9609148112294289,0.9478460793804453,0.9900169409486931
57,0.008603278366543454,0.9117046903281509,0.9612173281703775,0.9479670861568248,0.9901984511132623
58,0.008557862077208007,0.9305081917811455,0.960188770571152,0.9469990319457889,0.9902589545014521
59,0.00810470250114087,0.9185423623456729,0.9604307841239109,0.947664569215876,0.9903194578896418
60,0.007510909664907271,0.9239881689960474,0.9607333010648597,0.947906582768635,0.9902589545014521
