config,blocos_ativos,n_blocos,upos_acc,deprel_acc,uas,las
sanity: todos os blocos (== inferência normal),"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",24,0.9934484812388327,0.9779035139964265,0.9152471709350805,0.9056283502084574
APENAS bloco 24,24,1,0.2752829064919595,0.03716497915425849,0.05131030375223347,0.0018761167361524716
"APENAS bloco 24, aplicado 24x","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24",24,0.07406194163192377,0.03439547349612865,0.04061941631923764,0.0015485407980941036
blocos 23 e 24,"23,24",2,0.04213817748659917,0.01289458010720667,0.04702203692674211,0.0006551518761167361
blocos 21 a 24,"21,22,23,24",4,0.24544371649791544,0.17718880285884456,0.04839189994044074,0.007772483621203097
blocos 13 a 24 (pula metade inferior),"13,14,15,16,17,18,19,20,21,22,23,24",12,0.44160214413341276,0.31899940440738533,0.06727218582489577,0.03379988088147707
nenhum bloco (embeddings puras),nenhum (embeddings),0,0.4115544967242406,0.037462775461584275,0.04565217391304348,0.0017569982132221561
