config,upos_layer,deprel_layer,head_layer,upos_acc,deprel_acc,uas,las
baseline: tudo na camada final (12),12,12,12,0.9922275163787969,0.9732876712328767,0.9374329958308517,0.9248957712924359
melhor camada por tarefa,12,12,12,0.9922275163787969,0.9732876712328767,0.9374329958308517,0.9248957712924359
"camadas de convergência (8, 9, 12)",8,9,12,0.8089934484812389,0.9346634901727219,0.9374329958308517,0.8880881477069684
early exit na camada 10,10,10,10,0.9891899940440738,0.968106015485408,0.4517867778439547,0.4434484812388326
early exit na camada 9,9,9,9,0.959618820726623,0.9346634901727219,0.3134306134603931,0.2973198332340679
early exit na camada 8,8,8,8,0.8089934484812389,0.7457712924359738,0.16578320428826682,0.13231089934484813
