label,layer,acc,mean_gold_prob,support
det,0,0.05130846898825469,0.0351803151276389,4853
det,1,0.03729651761796827,0.031072544404191695,4853
det,2,0.012363486503193901,0.025955427423582735,4853
det,3,0.06696888522563363,0.04734334061859968,4853
det,4,0.29177828147537604,0.1082255554342976,4853
det,5,0.6016896764887698,0.24060949383949481,4853
det,6,0.7362456212651968,0.35422054208049775,4853
det,7,0.8425716051926644,0.4930559378111566,4853
det,8,0.8697712754996909,0.5886333414583527,4853
det,9,0.8658561714403462,0.6257268289607762,4853
det,10,0.8930558417473727,0.685203330186638,4853
det,11,0.8866680403873892,0.7081093579275384,4853
det,12,0.8462806511436225,0.6752184329798832,4853
det,13,0.6837008036266227,0.5559245034964119,4853
det,14,0.7533484442612817,0.6165282210156101,4853
det,15,0.741809190191634,0.5775598076633035,4853
det,16,0.8250566659798063,0.7096775808206981,4853
det,17,0.7817844632186276,0.685578601478089,4853
det,18,0.8497836389861941,0.787844330922895,4853
det,19,0.9293220688234082,0.9063300085139484,4853
det,20,0.9470430661446528,0.9342021412631227,4853
det,21,0.9925819080980837,0.9895096487289187,4853
det,22,0.9956727797238821,0.9951944211230039,4853
det,23,0.9956727797238821,0.9955737484498484,4853
det,24,0.995260663507109,0.9951838562165646,4853
nsubj,0,0.03218997361477573,0.025681647711469774,1895
nsubj,1,0.020052770448548814,0.024014262350642867,1895
nsubj,2,0.00949868073878628,0.016843260939350572,1895
nsubj,3,0.002638522427440633,0.00888164837331206,1895
nsubj,4,0.0005277044854881266,0.006933868999729955,1895
nsubj,5,0.0005277044854881266,0.007230111979896717,1895
nsubj,6,0.0031662269129287598,0.00850245798777051,1895
nsubj,7,0.002638522427440633,0.00883380114699892,1895
nsubj,8,0.0015831134564643799,0.009870542308651135,1895
nsubj,9,0.01899736147757256,0.03040959635358842,1895
nsubj,10,0.07757255936675461,0.06898728214272809,1895
nsubj,11,0.14142480211081795,0.10710599687232499,1895
nsubj,12,0.18258575197889182,0.13910842760939687,1895
nsubj,13,0.23218997361477572,0.1587970580892967,1895
nsubj,14,0.40052770448548813,0.2589091195395648,1895
nsubj,15,0.5715039577836412,0.3710577380032094,1895
nsubj,16,0.725065963060686,0.5453598051535451,1895
nsubj,17,0.8211081794195251,0.6899179534721621,1895
nsubj,18,0.9234828496042217,0.8850539838043137,1895
nsubj,19,0.9261213720316622,0.9189628729606885,1895
nsubj,20,0.9577836411609498,0.9554372359045973,1895
nsubj,21,0.9751978891820581,0.9747761687989789,1895
