label,layer,acc,mean_gold_prob,support
0,0,0.011883541295306001,0.005725376712789441,1683
0,1,0.0023767082590612004,0.0023346543665494937,1683
0,2,0.0017825311942959,0.0019521162113249433,1683
0,3,0.0,0.0011480555455337332,1683
0,4,0.0,0.0008638846038306916,1683
0,5,0.0,0.0007026567188025621,1683
0,6,0.0,0.00027717148459130696,1683
0,7,0.0,0.0005720460613051914,1683
0,8,0.0,0.001234379036035355,1683
0,9,0.04931669637551991,0.005832095072526794,1683
0,10,0.9239453357100416,0.07897646230122128,1683
0,11,0.9815805109922757,0.9357914844461713,1683
0,12,0.976232917409388,0.9759234805256958,1683
1,0,0.017948717948717947,0.008673445134646057,780
1,1,0.019230769230769232,0.006134122722682943,780
1,2,0.028205128205128206,0.005894894629380314,780
1,3,0.015384615384615385,0.005267045896340651,780
1,4,0.011538461538461539,0.0038941954082334774,780
1,5,0.016666666666666666,0.003968074944882224,780
1,6,0.002564102564102564,0.0028240734418572035,780
1,7,0.014102564102564103,0.00347871910726565,780
1,8,0.008974358974358974,0.0029079210761362145,780
1,9,0.019230769230769232,0.0036425566110735346,780
1,10,0.33076923076923076,0.02092146288980588,780
1,11,0.8782051282051282,0.24539715847937865,780
1,12,0.8987179487179487,0.8984510235644518,780
2,0,0.013844515441959531,0.007415965488749887,1878
2,1,0.007987220447284345,0.004343199586076696,1878
2,2,0.010649627263045794,0.0037316740376901335,1878
2,3,0.01810436634717785,0.0033567231506002864,1878
2,4,0.011714589989350373,0.0025001722902439362,1878
2,5,0.003727369542066028,0.0025473789899903253,1878
2,6,0.0,0.0010223072343079822,1878
2,7,0.0010649627263045794,0.0016796130734053822,1878
2,8,0.003727369542066028,0.0023176512309434206,1878
2,9,0.041001064962726305,0.004583698817359144,1878
2,10,0.11554845580404687,0.010618352995349342,1878
2,11,0.6666666666666666,0.31673557114796597,1878
2,12,0.952076677316294,0.9517511562088867,1878
3,0,0.02225378787878788,0.010059359601527693,2112
3,1,0.052083333333333336,0.008241024295765073,2112
3,2,0.04924242424242424,0.006321428443077986,2112
3,3,0.017992424242424244,0.003941034908138769,2112
3,4,0.002840909090909091,0.002272214950359987,2112
3,5,0.0,0.0017235084715621545,2112
3,6,0.0,0.0009172853125344697,2112
3,7,0.0,0.0015020657085711498,2112
3,8,0.0004734848484848485,0.0014669537431662623,2112
3,9,0.001893939393939394,0.0024341905607377957,2112
3,10,0.007575757575757576,0.003492727389824908,2112
3,11,0.3404356060606061,0.11041600270253711,2112
3,12,0.9474431818181818,0.9452978497952979,2112
4,0,0.03541315345699832,0.01040450202577721,1779
4,1,0.026981450252951095,0.0072920973378018256,1779
4,2,0.03709949409780776,0.006240206558659527,1779
4,3,0.02473299606520517,0.0054003763975055295,1779
4,4,0.006183249016301293,0.003775979513199952,1779
4,5,0.00505902192242833,0.003527927360621307,1779
4,6,0.0022484541877459247,0.0022504121439936454,1779
4,7,0.002810567734682406,0.00269705470693502,1779
4,8,0.01517706576728499,0.003222210664387091,1779
4,9,0.1225407532321529,0.009477623556721396,1779
4,10,0.14109050028105677,0.012459267589016141,1779
4,11,0.6475548060708263,0.2449764918913635,1779
4,12,0.9578414839797639,0.9560597057529827,1779
5,0,0.03747323340471092,0.010554821453143482,1868
5,1,0.007494646680942184,0.004625815909312068,1868
5,2,0.008565310492505354,0.004027212699891439,1868
5,3,0.006423982869379015,0.0035944002794075784,1868
5,4,0.0016059957173447537,0.002554294706051827,1868
5,5,0.0,0.002147965606269569,1868
5,6,0.0,0.0011933980700117553,1868
5,7,0.0005353319057815846,0.0015518698095902184,1868
5,8,0.005888650963597431,0.0025727057801831713,1868
5,9,0.0026766595289079227,0.004825587140150111,1868
5,10,0.010706638115631691,0.010177125115695657,1868
5,11,0.4277301927194861,0.1912095113882843,1868
5,12,0.9571734475374732,0.9530287896669237,1868
6,0,0.00824014125956445,0.007615730868233258,1699
6,1,0.003531489111241907,0.004226523506939696,1699
6,2,0.002354326074161271,0.0033911298454556275,1699
6,3,0.0017657445556209534,0.0025010338244140762,1699
6,4,0.0005885815185403178,0.0016417793328800754,1699
6,5,0.0,0.001393191618678192,1699
6,6,0.0,0.000712052820640236,1699
6,7,0.0,0.0010934762561643015,1699
6,8,0.0005885815185403178,0.002967304458817618,1699
6,9,0.047086521483225424,0.010746468824999455,1699
6,10,0.26486168334314303,0.026973245444580657,1699
6,11,0.785167745732784,0.3501612572974983,1699
6,12,0.9558563861094762,0.9544836324087875,1699
7,0,0.01693958215697346,0.00827683525570038,1771
