config,blocos_ativos,n_blocos,upos_acc,deprel_acc,uas,las
sanity: todos os blocos (== inferência normal),"1,2,3,4,5,6,7,8,9,10,11,12",12,0.9893388921977367,0.9655449672424062,0.8691780821917808,0.8542287075640262
APENAS bloco 12,12,1,0.3649791542584872,0.26896962477665276,0.04749851101846337,0.021292435973793926
"APENAS bloco 12, aplicado 12x","12,12,12,12,12,12,12,12,12,12,12,12",12,0.06587254318046457,0.0457712924359738,0.032906491959499705,0.02629541393686718
blocos 11 e 12,"11,12",2,0.3798689696247767,0.2719773674806432,0.04270399047051816,0.012001191185229304
blocos 9 a 12,"9,10,11,12",4,0.44961286480047646,0.3235556879094699,0.05774270399047052,0.026801667659321026
blocos 7 a 12 (pula metade inferior),"7,8,9,10,11,12",6,0.6374925550923168,0.4586063132817153,0.0748659916617034,0.04008338296605122
nenhum bloco (embeddings puras),nenhum (embeddings),0,0.13579511614055986,0.041155449672424065,0.037313877307921385,0.0020250148898153662
