label,layer,acc,mean_gold_prob,support
DET,0,0.7469412724306689,0.25259286235589884,4904
DET,1,0.7867047308319739,0.29709928548612996,4904
DET,2,0.9102773246329527,0.4465163627308588,4904
DET,3,0.9561582381729201,0.6196258497833871,4904
DET,4,0.9881729200652528,0.7322779126823492,4904
DET,5,0.9930668841761827,0.7772241992082866,4904
DET,6,0.9955138662316476,0.8242674844421531,4904
DET,7,0.9949021207177814,0.8509532459711483,4904
DET,8,0.9938825448613376,0.8967372185169764,4904
DET,9,0.9934747145187602,0.9557944152646318,4904
DET,10,0.9940864600326265,0.9878975637231228,4904
DET,11,0.9965334420880914,0.9949811787037715,4904
DET,12,0.9967373572593801,0.9963295283555609,4904
NOUN,0,0.27421144396893327,0.128482283947744,6309
NOUN,1,0.656363924552227,0.32670442204909744,6309
NOUN,2,0.6430496116658742,0.28172159625592563,6309
NOUN,3,0.6134094151212554,0.2722943929989611,6309
NOUN,4,0.738627357742907,0.32529810974296175,6309
NOUN,5,0.8010778253288953,0.35538780487637467,6309
NOUN,6,0.8741480424789982,0.47053721092743506,6309
NOUN,7,0.9522903788239023,0.6053228334878095,6309
NOUN,8,0.9846251386907592,0.7952719491736409,6309
NOUN,9,0.9912822951339356,0.9460747101921946,6309
NOUN,10,0.9938183547313362,0.9794802760693454,6309
NOUN,11,0.9946108733555239,0.9897997817570773,6309
NOUN,12,0.9933428435568236,0.9928038400159842,6309
VERB,0,0.13836104513064132,0.0828913662948957,3368
VERB,1,0.125,0.09422413866234597,3368
VERB,2,0.22446555819477435,0.13101030381467202,3368
VERB,3,0.30760095011876487,0.16704816289283136,3368
VERB,4,0.5255344418052257,0.24341183013670953,3368
VERB,5,0.7318883610451307,0.3406532907976289,3368
VERB,6,0.8937054631828979,0.5042964520600388,3368
VERB,7,0.9706057007125891,0.6694502013619611,3368
VERB,8,0.9893111638954869,0.8407206014485868,3368
VERB,9,0.9910926365795725,0.9472434156181442,3368
VERB,10,0.9925771971496437,0.9797520077047558,3368
VERB,11,0.9922802850356295,0.9903104528064879,3368
VERB,12,0.9910926365795725,0.9908953310335042,3368
PUNCT,0,0.6846725185685347,0.2078894608656807,4443
PUNCT,1,0.8638307449921224,0.2954254371572924,4443
PUNCT,2,0.8374971865856403,0.33337263129974354,4443
PUNCT,3,0.7065046139995499,0.43582429206566836,4443
PUNCT,4,0.6713932027909071,0.4468889656469759,4443
PUNCT,5,0.8197164078325456,0.5391001020292595,4443
PUNCT,6,0.9725410758496511,0.7180095274003875,4443
PUNCT,7,0.9813189286518118,0.7914012596436681,4443
PUNCT,8,0.9909970740490659,0.8767129448523371,4443
PUNCT,9,0.9977492685122665,0.9490904449018848,4443
PUNCT,10,0.9981994148098132,0.9943549490948296,4443
PUNCT,11,0.9984244879585865,0.9979581121289968,4443
PUNCT,12,0.9986495611073599,0.9984935206428595,4443
SCONJ,0,0.09868421052631579,0.13947235943194022,456
SCONJ,1,0.07017543859649122,0.12916866335772761,456
SCONJ,2,0.49780701754385964,0.20467719915241264,456
SCONJ,3,0.868421052631579,0.32544399894316467,456
SCONJ,4,0.8706140350877193,0.3651421987860088,456
